,artist,title,albumart,time,channel
693,Nora En Pure,Diving With Whales,http://www.siriusxm.com/albumart/Live/0530/noraenpure_5859FDB2_m.jpg,1494223030.104091,Electric Area
694,@RodgMusic @sxmElectro,Rodg Radio,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494223330.1664605,Electric Area
695,Armin van Buuren/MaRLo,I Live For That Energy,http://www.siriusxm.com/albumart/Live/0700/arminvanbuur_58A9FD0B_m.jpg,1494226930.0314953,Electric Area
696,Ruben De Ronde/Rodg,Riptide (ft. Louise Rademakers),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494227230.0642035,Electric Area
697,Omnia/DRYM,Enigma,http://www.siriusxm.com/albumart/Live/0700/omniadrym_590FB3AC_m.jpg,1494227470.0248206,Electric Area
698,Thomas Mengel,Zephyr,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494227710.0411105,Electric Area
699,#ASOS,with @ArminvanBuuren,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494227830.040296,Electric Area
700,ATB,Faith (feat. Tilsen),http://www.siriusxm.com/albumart/Live/0700/atb_590F50F3_m.jpg,1494227890.0104704,Electric Area
701,Super8 & Tab,Cosmo,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494228130.0640333,Electric Area
702,Andrew Rayel,I'll Be There (ft. Eric Lumiere),http://www.siriusxm.com/albumart/Live/0700/andrewrayel_58BC52E8_m.jpg,1494228369.9865556,Electric Area
703,Ruben de Ronde/Sir Notch,Time Has Come,http://www.siriusxm.com/albumart/Live/0700/rubenderonde_58A059E6_m.jpg,1494228610.0815964,Electric Area
704,Gareth Emery/Alex & Sierra,We Were Young,http://www.siriusxm.com/albumart/Live/0730/garethemerya_587FEF80_m.jpg,1494228790.0007427,Electric Area
705,Dash Berlin/Bo Bruce,Coming Home (Club Mix),http://www.siriusxm.com/albumart/Live/0730/dashberlinbo_590F458C_m.jpg,1494229090.0808384,Electric Area
706,Ben Gold,Pilot,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494229390.0962524,Electric Area
707,Nic Toms,Dream Big,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494229570.2398922,Electric Area
708,Radion6,Cycle Of Life,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494229750.1683712,Electric Area
709,A Channel For DJs,#ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494229930.0761387,Electric Area
710,Alpha 9,The Night Is Ours,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494229990.172984,Electric Area
711,Above & Beyond,Balearic Balls,http://www.siriusxm.com/albumart/Live/0730/abovebeyond_5881D4D2_m.jpg,1494230110.040565,Electric Area
712,Ruben de Ronde/Rodg,Whoop,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494230350.0259562,Electric Area
713,MaRLo & First State,Falling Down,http://www.siriusxm.com/albumart/Live/0800/marlofirstst_590F4F8B_m.jpg,1494230530.0994768,Electric Area
714,Armin/Jacqueline Govaert,Never Say Never (Namantijira Remix),http://www.siriusxm.com/albumart/Live/0800/arminjacquel_57E8D658_m.jpg,1494230710.0581162,Electric Area
715,Mokita/Cade,Monopoly,http://www.siriusxm.com/albumart/Live/0800/mokitacade_57E811B0_m.jpg,1494230950.0477588,Electric Area
716,Thomas Gold/Jillian Edwards,Magic (ANGEMI Remix),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494231130.1494482,Electric Area
717,Sebastien/Dave Thomas Junior,Infinity,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494231430.1100874,Electric Area
718,Jan Blomqvist/The Bianca Story,Dancing People Are Never Wrong,http://www.siriusxm.com/albumart/Live/0800/janblomqvist_587BD0AE_m.jpg,1494231550.0915458,Electric Area
719,Erick Morillo/Danny Howard,Break Down The Doors Remix,http://www.siriusxm.com/albumart/Live/0800/erickmorillo_583245A6_s.jpg,1494231910.0958786,Electric Area
720,Electric Area,fb.com/sxmElectro,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494232090.0585315,Electric Area
721,Luca Gaeta,Collision,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494232150.0482025,Electric Area
722,Alexander Godart/Dayat,Grey,http://www.siriusxm.com/albumart/Live/0830/alexandergod_5885099D_m.jpg,1494232330.046166,Electric Area
723,You're Listening,To #ASOS,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494232510.0376365,Electric Area
724,Armin van Buuren/Galavant,Caught In The Slipstream Remix,http://www.siriusxm.com/albumart/Live/0830/arminvanbuur_58A0B5DD_m.jpg,1494232569.9937465,Electric Area
725,Gareth Emery,Sanctuary (William Black Remix),http://www.siriusxm.com/albumart/Live/0830/garethemery_590EFE67_m.jpg,1494232750.0326395,Electric Area
726,Conjure One/Jeza,Brave For Me (LTN Sunrise Remix),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494232990.0794506,Electric Area
727,Tysba,Missing Words (Original Mix),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494233170.1125581,Electric Area
728,#ASOS,Every Sunday,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494233530.0571892,Electric Area
729,Armin van Buuren/Garibay,I Need You (Filatov & Karas Remix),http://www.siriusxm.com/albumart/Live/0830/arminvanbuur_58A0B905_m.jpg,1494233590.0489793,Electric Area
730,KDA,Just Say (feat. Tinashe),http://www.siriusxm.com/albumart/Live/0830/kda_58A0BDC2_m.jpg,1494233830.022245,Electric Area
731,Luca Gaeta,Collision,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494234070.05386,Electric Area
732,Alexander Godart/Dayat,Grey,http://www.siriusxm.com/albumart/Live/0900/alexandergod_5885099D_m.jpg,1494234310.0147815,Electric Area
733,Armin van Buuren/Garibay,I Need You (ft. Olaf Blackwood),http://www.siriusxm.com/albumart/Live/0900/arminvanbuur_587B8EC6_m.jpg,1494234490.186799,Electric Area
734,KhoMha/Mike Schmid,Restart (William Black Remix),http://www.siriusxm.com/albumart/Live/0900/khomhamikesc_57C326D1_m.jpg,1494234729.988863,Electric Area
735,Your Source In Dance Music,Electric Area,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494234970.0989196,Electric Area
736,Tom Fall/JES,Come Back (Zetandel Chillout Mix),http://www.siriusxm.com/albumart/Live/0900/tomfalljes_57C2EF0F_m.jpg,1494235030.0624948,Electric Area
737,Mokita X Cade,Monopoly (IZII Remix),http://www.siriusxm.com/albumart/Live/0900/mokitaxcade_5815CDCE_m.jpg,1494235150.1330655,Electric Area
738,@ArminvanBuuren,#ASoS @sxmElectro,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494235330.132959,Electric Area
739,PAJI/Yves Paquet,Sharks In The Woods (Acoustic),http://www.siriusxm.com/albumart/Live/0900/pajiyvespaqu_5884BA69_m.jpg,1494235390.14544,Electric Area
740,Aurosonic/Denis Karpinskiy,They Wait For Us (Chillout Mix),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494235510.057402,Electric Area
741,BORDERLESS,Only You (feat. Zerafina),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494235870.0665061,Electric Area
742,The Thrillseekers,How Will I Know (ft. Stine Grove),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494236110.0951285,Electric Area
743,Chicane/Thomas Datt,Offshore (Ambient Mix),http://www.siriusxm.com/albumart/Live/0930/chicanethoma_57C2EE41_m.jpg,1494236290.0076892,Electric Area
744,Above & Beyond,No One On Earth,http://www.siriusxm.com/albumart/Live/0930/abovebeyond_57824FA3_m.jpg,1494236770.0948298,Electric Area
745,Sebastian Davidson/Bodhi Jones,Under A Clear Black Sky,http://www.siriusxm.com/albumart/Live/0930/sebastiandav_58A072D8_m.jpg,1494237070.0194154,Electric Area
746,Luttrell,Like It Is,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494237250.0342994,Electric Area
747,Roald Velden/Ascend,Till Next Time (Original Mix),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494237490.1305926,Electric Area
748,Delectatio,Discovery,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494237730.0200586,Electric Area
749,Made By DJs,#ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494237910.0776255,Electric Area
750,Jauz,The Game,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494237970.0769634,Electric Area
751,4B / Aazar,Pop Dat,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494238210.1681018,Electric Area
752,Wuki,Let Me Go (feat. Prxzm),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494238390.0748255,Electric Area
753,Ruben de Ronde/Rodg,Whoop,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494238570.0584822,Electric Area
754,Latrelle,House Party (Kaytranada Edit),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494238750.0527792,Electric Area
755,Luis Fonsi/Daddy Yankee,Despacito (Diplo & Moska Remix),http://www.siriusxm.com/albumart/Live/1000/luisfonsidad_590C33BF_m.jpg,1494238930.0484948,Electric Area
756,Dusky,Ingrid Is A Hybrid,http://www.siriusxm.com/albumart/Live/1000/dusky_5774CC52_m.jpg,1494239170.1117885,Electric Area
757,Jaded,In The Morning,http://www.siriusxm.com/albumart/Live/1000/jaded_590C44BA_m.jpg,1494239290.092319,Electric Area
758,#NightOwlRadio,Fri 9pET @sxmElectro,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494239470.0009418,Electric Area
759,Offaiah,Run,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494239650.0959857,Electric Area
760,EDX,All I Know,http://www.siriusxm.com/albumart/Live/1030/edx_58FA9D6E_m.jpg,1494239710.029025,Electric Area
761,Deniz Koyu,Bong,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494239890.0807948,Electric Area
762,Dombresky,Technikal,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494240070.0927925,Electric Area
763,Odesza,Late Night,http://www.siriusxm.com/albumart/Live/1030/odesza_590C4213_m.jpg,1494240309.9985335,Electric Area
764,Claptone/George Kranz,The Drums (Din Daa Daa),http://www.siriusxm.com/albumart/Live/1030/claptonegeor_590BA0E5_m.jpg,1494240490.1047502,Electric Area
765,Mija,Secrets,http://www.siriusxm.com/albumart/Live/1030/mija_590C3C59_m.jpg,1494240730.0519614,Electric Area
766,Chace/Yade Lauren,Something About You,http://www.siriusxm.com/albumart/Live/1030/chaceyadelau_590C4347_m.jpg,1494240910.0855012,Electric Area
767,Unlike Pluto,Found You (ft. Michelle Buzz),http://www.siriusxm.com/albumart/Live/1030/unlikepluto_57BC0BBD_m.jpg,1494241150.0324688,Electric Area
768,Pierce Fulton,Life In Letters,http://www.siriusxm.com/albumart/Live/1100/piercefulton_590C4F9D_m.jpg,1494241330.0624552,Electric Area
769,Underground to Main Stage,#ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494241510.0270257,Electric Area
770,Yellow Claw,Open (ft. Moksi & John Fraser),http://www.siriusxm.com/albumart/Live/1100/yellowclaw_590C347B_m.jpg,1494241570.134506,Electric Area
771,Flume/Tove Lo,Say It (Illenium Remix),http://www.siriusxm.com/albumart/Live/1100/flumetovelo_5811A849_m.jpg,1494241750.029474,Electric Area
772,Bassnectar/ATLiens,Interlock,http://www.siriusxm.com/albumart/Live/1100/bassnectarat_590C363D_m.jpg,1494241990.0388696,Electric Area
773,Chace,Belong,http://www.siriusxm.com/albumart/Live/1100/chace_590CEE57_m.jpg,1494242230.062492,Electric Area
774,The New New,Electric Area,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494242410.2059536,Electric Area
775,Point Point,Hands (feat. Denai Moore),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494242470.0720544,Electric Area
776,Riton/Mr. Eazi/Davido/Kah Lo,Money,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494242650.048478,Electric Area
777,Boys Noize,Euphoria (feat. Remy Banks),http://www.siriusxm.com/albumart/Live/1100/boysnoize_5700D916_m.jpg,1494243010.0488439,Electric Area
778,Tiesto/Sevenn,BOOM,http://www.siriusxm.com/albumart/Live/1130/tiestosevenn_590B94AC_m.jpg,1494243130.0776966,Electric Area
779,MAKJ/Max Styler/Elayna Boynton,Knock Me Down,http://www.siriusxm.com/albumart/Live/1130/makjmaxstyle_58C0D7B0_m.jpg,1494243250.2623115,Electric Area
780,AMTRAC,Escalator,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494243430.094007,Electric Area
781,Jay Hardway,Electric Elephants,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494243670.0916872,Electric Area
782,Martin Garrix/Brooks,Byte,http://www.siriusxm.com/albumart/Live/1130/martingarrix_58E8A985_s.jpg,1494243790.1239994,Electric Area
783,Matroda,Get Down,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494244090.057084,Electric Area
784,Wuki,Let Me Go (feat. Prxzm),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494244210.0455847,Electric Area
785,Chris Lake,I Want You,http://www.siriusxm.com/albumart/Live/1130/chrislake_590C56BC_m.jpg,1494244390.079485,Electric Area
786,Luis Fonsi/Daddy Yankee,Despacito (Diplo & Moska Remix),http://www.siriusxm.com/albumart/Live/1130/luisfonsidad_590C33BF_m.jpg,1494244630.0785306,Electric Area
787,Welcome To,#ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494244810.1434855,Electric Area
788,@SJ_RM @sxmElectro,#SBNradio #ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494244870.0884655,Electric Area
789,@snakehipsuk @sxmElectro,#TheCookout,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494248470.021834,Electric Area
790,@Claptone_ @sxmElectro,#CLAPCAST #TiestoSXM,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494252070.0544868,Electric Area
791,Don Diablo,Switch,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494255730.0007546,Electric Area
792,Mike Williams,Bambini,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494255910.0925019,Electric Area
793,A R I Z O N A/Sam Feldt,Oceans Away,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494256090.1111007,Electric Area
794,Marshmello/Ookay,Chasing Colors (ft. Noah Cyrus),http://www.siriusxm.com/albumart/Live/1500/marshmellooo_58E71993_m.jpg,1494256270.2784758,Electric Area
795,Tiesto/EDX,On My Way (Miami Sunset Remix),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494256450.4857163,Electric Area
796,Matroda/Wess,Get Down,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494256810.204757,Electric Area
797,Martin Garrix/Brooks,Byte,http://www.siriusxm.com/albumart/Live/1500/martingarrix_58E8A985_s.jpg,1494256990.0001342,Electric Area
798,eSQUIRE/Leanne Brown,Blackwater (Late Night Mix),http://www.siriusxm.com/albumart/Live/1500/esquireleann_590BA814_m.jpg,1494257290.0937731,Electric Area
799,Curbi & MESTO,Bruh,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494257470.0171065,Electric Area
800,Tiesto/Sevenn,BOOM,http://www.siriusxm.com/albumart/Live/1530/tiestosevenn_590B94AC_m.jpg,1494257709.9759328,Electric Area
801,Niklas Ibach,The Blues (ft. Dan Reeder),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494257830.0569456,Electric Area
802,Tiesto/Oliver Heldens,The Right Song (feat. Natalie La Ro,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494258070.016193,Electric Area
803,Borgeous/RUNAGROUND,Coffee Can Money,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494258250.0184836,Electric Area
804,Peter Luts,One More Night,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494258490.0368333,Electric Area
805,Ed Sheeran/James Carter/Levi,Shape Of You Remix,http://www.siriusxm.com/albumart/Live/1530/edsheeranjam_5880BDA5_m.jpg,1494258670.1335938,Electric Area
806,N.I.C.O.,Girl Meets Boy (Norwood & Hills Rem,http://www.siriusxm.com/albumart/Live/1530/nico_58778D79_m.jpg,1494258910.0395482,Electric Area
807,John Legend/Armand Van Helden,Love Me Now Remix,http://www.siriusxm.com/albumart/Live/1530/johnlegendar_586DEB10_m.jpg,1494259030.2260597,Electric Area
808,@FeddeleGrand @sxmElectro,#DarklightSessions #ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494259270.0835972,Electric Area
809,@CedricGervais @sxmElectro,#TheDelectaSessions #ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494262870.1315224,Electric Area
810,@CedricGervais @sxmElectro,The Delecta Sessions,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494263650.5368905,Electric Area
811,Claptone/George Kranz,The Drums (Din Daa Daa),http://www.siriusxm.com/albumart/Live/1730/claptonegeor_590BA0E5_m.jpg,1494266290.0144482,Electric Area
812,ATTLAS,Aspen,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494266470.028989,Electric Area
813,@TheChainsmokers @sxmElectro,#NiceHair #ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494266710.0660527,Electric Area
814,Skrillex/Habstrakt,Chicken Soup,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494270310.13445,Electric Area
815,@awonderdj @sxmElectro,#RadioWonderland,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494270489.9977598,Electric Area
816,#AreaTop20 @sxmElectro,Number 20,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494274270.0898662,Electric Area
817,Point Point,Hands (feat. Denai Moore),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494274330.0584815,Electric Area
818,Odesza,Late Night,http://www.siriusxm.com/albumart/Live/2000/odesza_590C4213_m.jpg,1494274510.104317,Electric Area
819,#AreaTop20 @sxmElectro,Number 18,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494274690.0125635,Electric Area
820,Busy P/Mayer Hawthorne,Genie (KDA Remix),http://www.siriusxm.com/albumart/Live/2000/busypmayerha_590CDAE2_m.jpg,1494274750.030096,Electric Area
821,Luis Fonsi/Daddy Yankee,Despacito (Major Lazer & Moska Remi,http://www.siriusxm.com/albumart/Live/2000/luisfonsidad_5910D2AA_m.jpg,1494274930.0346196,Electric Area
822,Todd Terry/DJ S.K.T.,Nite & Day,http://www.siriusxm.com/albumart/Live/2000/toddterrydjs_590CDC65_m.jpg,1494275110.0014718,Electric Area
823,Jesse Rose,What You Talkin' Bout,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494275290.048719,Electric Area
824,Tiesto/Sevenn,BOOM,http://www.siriusxm.com/albumart/Live/2030/tiestosevenn_590B94AC_m.jpg,1494275530.0731635,Electric Area
825,Chace/Yade Lauren,Something About You,http://www.siriusxm.com/albumart/Live/2030/chaceyadelau_590C4347_m.jpg,1494275710.0459044,Electric Area
826,Claptone/George Kranz,The Drums (Din Daa Daa),http://www.siriusxm.com/albumart/Live/2030/claptonegeor_590BA0E5_m.jpg,1494275830.0354779,Electric Area
827,AMTRAC,Escalator,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494276010.1174405,Electric Area
828,Riton/Mr. Eazi/Davido/Kah Lo,Money,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494276310.0325205,Electric Area
829,Boombox Cartel,Alamo (feat. Shoffy),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494276490.0439644,Electric Area
830,EDX,All I Know,http://www.siriusxm.com/albumart/Live/2030/edx_58FA9D6E_m.jpg,1494276730.1884875,Electric Area
831,Tom Staar/Rob & Jack,Sunshine,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494276910.1835425,Electric Area
832,Martin Garrix/Brooks,Byte,http://www.siriusxm.com/albumart/Live/2030/martingarrix_58E8A985_s.jpg,1494277210.1393163,Electric Area
833,Yellow Claw,Open (ft. Moksi & John Fraser),http://www.siriusxm.com/albumart/Live/2100/yellowclaw_590C347B_m.jpg,1494277390.3040216,Electric Area
834,Jauz,The Game,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494277690.037412,Electric Area
835,Jaded,In The Morning,http://www.siriusxm.com/albumart/Live/2100/jaded_590C44BA_m.jpg,1494277870.0502727,Electric Area
836,Offaiah,Run,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494278110.009658,Electric Area
837,MAKJ/Max Styler/Elayna Boynton,Knock Me Down,http://www.siriusxm.com/albumart/Live/2100/makjmaxstyle_58C0D7B0_m.jpg,1494278230.0251696,Electric Area
838,Bassnectar/ATLiens,Interlock,http://www.siriusxm.com/albumart/Live/2100/bassnectarat_590C363D_m.jpg,1494278470.0471554,Electric Area
839,Icarus,Home (feat. Aurora),http://www.siriusxm.com/albumart/Live/2100/icarus_56BB11E1_m.jpg,1494278650.1410544,Electric Area
840,Wuki,Let Me Go (feat. Prxzm),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494278890.0219517,Electric Area
841,Post Malone-White Iverson,Malaa Remix,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494279070.0300016,Electric Area
842,Claptone/George Kranz,The Drums (Din Daa Daa),http://www.siriusxm.com/albumart/Live/2130/claptonegeor_590BA0E5_m.jpg,1494279310.0557046,Electric Area
843,Apexape,Joy & Pain,http://www.siriusxm.com/albumart/Live/2130/apexape_57D9CFA7_m.jpg,1494279550.0620403,Electric Area
844,KURA/Melody Noel,Paper Roses,http://www.siriusxm.com/albumart/Live/2130/kuramelodyno_590C47FA_m.jpg,1494279730.021938,Electric Area
845,Eats Everything vs Audion,Dancing (Again) feat. Tiga,http://www.siriusxm.com/albumart/Live/2130/eatseverythi_563AF281_m.jpg,1494279910.036117,Electric Area
846,Chace/Yade Lauren,Something About You,http://www.siriusxm.com/albumart/Live/2130/chaceyadelau_590C4347_m.jpg,1494280150.0363364,Electric Area
847,Aazar,Gyal,http://www.siriusxm.com/albumart/Live/2130/aazar_5784B660_m.jpg,1494280330.0397177,Electric Area
848,Flume/Tove Lo,Say It (Illenium Remix),http://www.siriusxm.com/albumart/Live/2130/flumetovelo_5811A849_m.jpg,1494280510.1526177,Electric Area
849,Electric Area,fb.com/sxmElectro,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494280750.2247732,Electric Area
850,Waze & Odyssey/RKelly,Bump & Grind 2014,http://www.siriusxm.com/albumart/Live/2130/wazeodysseyr_5910E954_m.jpg,1494280810.4734929,Electric Area
851,@djMarkKnight @sxmElectro,#ToolroomRadio #ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494280990.562502,Electric Area
852,@RonySeikaly @sxmElectro,#SugarFreeRadio,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494284590.0116484,Electric Area
853,@Vonstroke @WaxMotif,#TheBirdhouse,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494288010.199267,Electric Area
854,@CrystalMethod @sxmElectro,#CommunityService,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494291610.0671027,Electric Area
855,@awonderdj @sxmElectro,#RadioWonderland,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494295210.6272342,Electric Area
856,@MartinGarrix @sxmElectro,#TheMartinGarrixShow #ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494298870.030432,Electric Area
857,@JoshWink1 #ProfoundSounds,Tribehouse-Dusseldorf,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494302470.225524,Electric Area
858,@GorgonCity @sxmElectro,#KingdomRadio #ElectricArea,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494306070.081795,Electric Area
859,@Eats_Everything @sxmElectro,#ediblebEats,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494309550.0810914,Electric Area
860,Yellow Claw,Open (ft. Moksi & John Fraser),http://www.siriusxm.com/albumart/Live/0630/yellowclaw_590C347B_m.jpg,1494313030.005915,Electric Area
861,Duke Dumont,Be Here,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494313210.0530562,Electric Area
862,Bassnectar/ATLiens,Interlock,http://www.siriusxm.com/albumart/Live/0700/bassnectarat_590C363D_m.jpg,1494313450.1595285,Electric Area
863,Chace,Belong,http://www.siriusxm.com/albumart/Live/0700/chace_590CEE57_m.jpg,1494313690.0169132,Electric Area
864,The New New,Electric Area,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494313870.1206474,Electric Area
865,Point Point,Hands (feat. Denai Moore),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494313930.0063436,Electric Area
866,Wuki,Let Me Go (feat. Prxzm),http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494314110.0495667,Electric Area
867,AURORA,I Went Too Far (MK Remix),http://www.siriusxm.com/albumart/Live/0700/aurora_57BD556E_m.jpg,1494314290.0346026,Electric Area
868,Jaded,In The Morning,http://www.siriusxm.com/albumart/Live/0700/jaded_590C44BA_m.jpg,1494314530.0361464,Electric Area
869,#AreaTop20,Fri 4pET @sxmElectro,http://www.siriusxm.com/albumart/Live/Default/DefaultMDS_m_52.jpg,1494314710.0640676,Electric Area
870,MAKJ/Max Styler/Elayna Boynton,Knock Me Down,http://www.siriusxm.com/albumart/Live/0700/makjmaxstyle_58C0D7B0_m.jpg,1494314770.0485985,Electric Area
871,Claptone/George Kranz,The Drums (Din Daa Daa),http://www.siriusxm.com/albumart/Live/0700/claptonegeor_590BA0E5_m.jpg,1494314890.0257652,Electric Area
872,Louis The Child/K.Flay,It's Strange,http://www.siriusxm.com/albumart/Live/0730/louisthechil_5721F2AC_m.jpg,1494315130.0363948,Electric Area
873,Chris Lake,I Want You,http://www.siriusxm.com/albumart/Live/0730/chrislake_590C56BC_m.jpg,1494315370.0601025,Electric Area
874,Henry Fong,Young Hearts (ft. Nyla/Stylo G),http://www.siriusxm.com/albumart/Live/0730/henryfong_590CF32B_m.jpg,1494315610.03709,Electric Area
